name,url
Pharmacyclics,https://www.drugs.com/manufacturer/pharmacyclics-inc-114.html
Pierre Fabre Pharmaceuticals,https://www.drugs.com/manufacturer/pierre-fabre-pharmaceuticals-inc-184.html
Piramal Healthcare,https://www.drugs.com/manufacturer/piramal-healthcare-488.html
Pliva,https://www.drugs.com/manufacturer/pliva-179.html
Portola Pharmaceuticals,https://www.drugs.com/manufacturer/portola-pharmaceuticals-inc-601.html
Pozen,https://www.drugs.com/manufacturer/pozen-inc-115.html
Prasco Laboratories,https://www.drugs.com/manufacturer/prasco-laboratories-190.html
Prestige Brands,https://www.drugs.com/manufacturer/prestige-brands-498.html
Procter & Gamble,https://www.drugs.com/manufacturer/procter-amp-gamble-116.html
Progenics Pharmaceuticals,https://www.drugs.com/manufacturer/progenics-pharmaceuticals-inc-117.html
Promius Pharma,https://www.drugs.com/manufacturer/promius-pharma-llc-422.html
PTC Therapeutics,https://www.drugs.com/manufacturer/ptc-therapeutics-inc-596.html
Puma Biotechnology,https://www.drugs.com/manufacturer/puma-biotechnology-inc-602.html
PuraCap Pharmaceutical,https://www.drugs.com/manufacturer/puracap-pharmaceutical-llc-637.html
Purdue Pharma,https://www.drugs.com/manufacturer/purdue-pharma-lp-160.html
Radius Health,https://www.drugs.com/manufacturer/radius-health-inc-598.html
Ranbaxy Pharmaceuticals,https://www.drugs.com/manufacturer/ranbaxy-pharmaceuticals-inc-120.html
Reckitt Benckiser Pharmaceuticals,https://www.drugs.com/manufacturer/reckitt-benckiser-pharmaceuticals-inc-162.html
Regeneron Pharmaceuticals,https://www.drugs.com/manufacturer/regeneron-pharmaceuticals-inc-643.html
Revive Personal Products,https://www.drugs.com/manufacturer/revive-personal-products-inc-501.html
REVO Biologics,https://www.drugs.com/manufacturer/revo-biologics-inc-65.html
Rigel Pharmaceuticals,https://www.drugs.com/manufacturer/rigel-pharmaceuticals-inc-623.html
Rising Pharmaceuticals,https://www.drugs.com/manufacturer/rising-pharmaceuticals-inc-218.html
Roche,https://www.drugs.com/manufacturer/roche-121.html
Roxane Laboratories,https://www.drugs.com/manufacturer/roxane-laboratories-inc-122.html
Roxro Pharma,https://www.drugs.com/manufacturer/roxro-pharma-inc-123.html
Salix Pharmaceuticals,https://www.drugs.com/manufacturer/salix-pharmaceuticals-inc-124.html
Samsung Bioepis Co.,https://www.drugs.com/manufacturer/samsung-bioepis-co-ltd-595.html
Sandoz,https://www.drugs.com/manufacturer/sandoz-inc-125.html
Sanofi,https://www.drugs.com/manufacturer/sanofi-126.html
Santarus,https://www.drugs.com/manufacturer/santarus-inc-169.html
Sarepta Therapeutics,https://www.drugs.com/manufacturer/sarepta-therapeutics-587.html
Savient Pharmaceuticals,https://www.drugs.com/manufacturer/savient-pharmaceuticals-inc-127.html
Schering-Plough Corporation,https://www.drugs.com/manufacturer/schering-plough-corporation-128.html
Sebela Pharmaceuticals,https://www.drugs.com/manufacturer/sebela-pharmaceuticals-inc-583.html
Secura Bio,https://www.drugs.com/manufacturer/secura-bio-inc-644.html
Sepracor,https://www.drugs.com/manufacturer/sepracor-inc-163.html
Seqirus,https://www.drugs.com/manufacturer/seqirus-557.html
Serenity Pharmaceuticals,https://www.drugs.com/manufacturer/serenity-pharmaceuticals-llc-593.html
Shionogi,https://www.drugs.com/manufacturer/shionogi-inc-129.html
Shire plc,https://www.drugs.com/manufacturer/shire-plc-164.html
SIGA Technologies,https://www.drugs.com/manufacturer/siga-technologies-inc-130.html
Sigma-Tau Pharmaceuticals,https://www.drugs.com/manufacturer/sigma-tau-pharmaceuticals-inc-180.html
Sirion Therapeutics,https://www.drugs.com/manufacturer/sirion-therapeutics-inc-131.html
Solco Healthcare US,https://www.drugs.com/manufacturer/solco-healthcare-us-llc-310.html
Soligenix,https://www.drugs.com/manufacturer/soligenix-inc-46.html
Solvay Pharmaceuticals,https://www.drugs.com/manufacturer/solvay-pharmaceuticals-inc-132.html
Somaxon Pharmaceuticals,https://www.drugs.com/manufacturer/somaxon-pharmaceuticals-inc-133.html
Spark Therapeutics,https://www.drugs.com/manufacturer/spark-therapeutics-inc-619.html
Spear Pharmaceuticals,https://www.drugs.com/manufacturer/spear-pharmaceuticals-531.html
Spectrum Pharmaceuticals,https://www.drugs.com/manufacturer/spectrum-pharmaceuticals-inc-563.html
Spherix Incorporated,https://www.drugs.com/manufacturer/spherix-incorporated-134.html
Sprout Pharmaceuticals,https://www.drugs.com/manufacturer/sprout-pharmaceuticals-inc-534.html
St. Renatus,https://www.drugs.com/manufacturer/st-renatus-llc-579.html
Stiefel Laboratories,https://www.drugs.com/manufacturer/stiefel-laboratories-inc-168.html
Summers Laboratories,https://www.drugs.com/manufacturer/summers-laboratories-135.html
Sun Pharmaceutical Industries,https://www.drugs.com/manufacturer/sun-pharmaceutical-industries-inc-239.html
Sunovion Pharmaceuticals,https://www.drugs.com/manufacturer/sunovion-pharmaceuticals-inc-276.html
Sunrise Pharmaceutical,https://www.drugs.com/manufacturer/sunrise-pharmaceutical-inc-553.html
Symbiomix Therapeutics,https://www.drugs.com/manufacturer/symbiomix-therapeutics-llc-607.html
Synergy Pharmaceuticals,https://www.drugs.com/manufacturer/synergy-pharmaceuticals-inc-591.html
Synthetic Biologics,https://www.drugs.com/manufacturer/synthetic-biologics-inc-8.html
Synthon Pharmaceuticals,https://www.drugs.com/manufacturer/synthon-pharmaceuticals-inc-296.html
Tagi Pharma,https://www.drugs.com/manufacturer/tagi-pharma-inc-463.html
Taiho Oncology,https://www.drugs.com/manufacturer/taiho-oncology-inc-544.html
Takeda Pharmaceutical Company Limited,https://www.drugs.com/manufacturer/takeda-pharmaceutical-company-limited-137.html
Targanta Therapeutics Corporation,https://www.drugs.com/manufacturer/targanta-therapeutics-corporation-138.html
Taro Pharmaceuticals USA,https://www.drugs.com/manufacturer/taro-pharmaceuticals-usa-inc-139.html
Tesaro,https://www.drugs.com/manufacturer/tesaro-inc-538.html
Teva Pharmaceuticals USA,https://www.drugs.com/manufacturer/teva-pharmaceuticals-usa-inc-140.html
The Medicines Company,https://www.drugs.com/manufacturer/the-medicines-company-529.html
Ther-Rx Corporation,https://www.drugs.com/manufacturer/ther-rx-corporation-300.html
TherapeuticsMD,https://www.drugs.com/manufacturer/therapeuticsmd-inc-633.html
Theravance,https://www.drugs.com/manufacturer/theravance-inc-141.html
Titan Pharmaceuticals,https://www.drugs.com/manufacturer/titan-pharmaceuticals-inc-573.html
Tolmar Pharmaceuticals,https://www.drugs.com/manufacturer/tolmar-pharmaceuticals-inc-154.html
Torrent Pharmaceuticals Limited,https://www.drugs.com/manufacturer/torrent-pharmaceuticals-limited-181.html
Tris Pharma,https://www.drugs.com/manufacturer/tris-pharma-inc-548.html
"UCB, Inc.",https://www.drugs.com/manufacturer/ucb-inc-144.html
Ultragenyx Pharmaceutical,https://www.drugs.com/manufacturer/ultragenyx-pharmaceutical-inc-610.html
Unichem Pharmaceuticals (USA),https://www.drugs.com/manufacturer/unichem-pharmaceuticals-usa-inc-284.html
United Therapeutics Corporation,https://www.drugs.com/manufacturer/united-therapeutics-corporation-434.html
Upjohn,https://www.drugs.com/manufacturer/upjohn-506.html
Upsher-Smith Laboratories,https://www.drugs.com/manufacturer/upsher-smith-laboratories-inc-145.html
URL Pharma,https://www.drugs.com/manufacturer/url-pharma-inc-146.html
US WorldMeds,https://www.drugs.com/manufacturer/us-worldmeds-llc-625.html
Validus Pharmaceuticals,https://www.drugs.com/manufacturer/validus-pharmaceuticals-llc-227.html
Vanda Pharmaceuticals,https://www.drugs.com/manufacturer/vanda-pharmaceuticals-inc-148.html
Verastem Oncology,https://www.drugs.com/manufacturer/verastem-oncology-631.html
VersaPharm Incorporated,https://www.drugs.com/manufacturer/versapharm-incorporated-274.html
Vertex Pharmaceuticals Incorporated,https://www.drugs.com/manufacturer/vertex-pharmaceuticals-incorporated-149.html
Vertical Pharmaceuticals,https://www.drugs.com/manufacturer/vertical-pharmaceuticals-llc-266.html
Viatris,https://www.drugs.com/manufacturer/viatris-64.html
Vifor Pharma,https://www.drugs.com/manufacturer/vifor-pharma-inc-549.html
ViiV Healthcare,https://www.drugs.com/manufacturer/viiv-healthcare-391.html
ViroPharma,https://www.drugs.com/manufacturer/viropharma-185.html
Vyera Pharmaceuticals,https://www.drugs.com/manufacturer/vyera-pharmaceuticals-llc-545.html
Wallace Pharmaceuticals,https://www.drugs.com/manufacturer/wallace-pharmaceuticals-inc-242.html
Warner Chilcott,https://www.drugs.com/manufacturer/warner-chilcott-167.html
Watson Pharmaceuticals,https://www.drugs.com/manufacturer/watson-pharmaceuticals-inc-150.html
Wellstat Therapeutics Corporation,https://www.drugs.com/manufacturer/wellstat-therapeutics-corporation-540.html
West-Ward Pharmaceuticals,https://www.drugs.com/manufacturer/west-ward-pharmaceuticals-186.html
Windtree Therapeutics,https://www.drugs.com/manufacturer/windtree-therapeutics-inc-45.html
Wockhardt USA,https://www.drugs.com/manufacturer/wockhardt-usa-llc-151.html
Wyeth,https://www.drugs.com/manufacturer/wyeth-159.html
X-GEN Pharmaceuticals,https://www.drugs.com/manufacturer/x-gen-pharmaceuticals-inc-430.html
Xanodyne Pharmaceuticals,https://www.drugs.com/manufacturer/xanodyne-pharmaceuticals-inc-152.html
XenoPort,https://www.drugs.com/manufacturer/xenoport-inc-153.html
Xiromed,https://www.drugs.com/manufacturer/xiromed-llc-642.html
Zogenix,https://www.drugs.com/manufacturer/zogenix-inc-155.html
Zydus Pharmaceuticals (USA),https://www.drugs.com/manufacturer/zydus-pharmaceuticals-usa-inc-157.html
